040104, 2, Aleksandrów Kujawski  
040105, 2, Bądkowo
040106, 2, Koneck
040107, 2, Raciążek
040108, 2, Waganiec
040109, 2, Zakrzewo
040201, 1, Brodnica
040202, 2, Bobrowo
040203, 2, Brodnica
040204, 2, Brzozie
040205, 3, Górzno
040205, 4, Górzno miasto
040205, 5, Górzno obszar wiejski
040206, 2, Grążawy
040207, 3, Jabłonowo Pomorskie
040207, 4, Jabłonowo Pomorskie miasto
040207, 5, Jabłonowo Pomorskie obszar wiejski
040208, 2, Osiek
040209, 2, Świedziebnia
040210, 2, Zbiczno
040301, 2, Białe Błota
040302, 2, Dąbrowa Chełmińska
040303, 2, Dobrcz
040304, 3, Koronowo
040304, 4, Koronowo miasto
040304, 5, Koronowo obszar wiejski
040305, 2, Nowa Wieś Wielka
040306, 2, Osielsko
040307, 2, Sicienko
040308, 3, Solec Kujawski
040308, 4, Solec Kujawski miasto
040308, 5, Solec Kujawski obszar wiejski
040401, 1, Chełmno
040402, 2, Chełmno
040403, 2, Kijewo Królewskie
040404, 2, Lisewo
040405, 2, Papowo Biskupie
040406, 2, Stolno
040407, 2, Unisław
040501, 1, Golub-Dobrzyń
040502, 2, Ciechocin
040503, 2, Golub-Dobrzyń
040504, 3, Kowalewo Pomorskie
040504, 4, Kowalewo Pomorskie miasto
040504, 5, Kowalewo Pomorskie obszar wiejski
040505, 2, Radomin
040506, 2, Zbójno
040601, 2, Grudziądz
040602, 2, Gruta
040603, 3, Łasin
040603, 4, Łasin miasto
040603, 5, Łasin obszar wiejski
040604, 3, Radzyń Chełmiński
040604, 4, Radzyń Chełmiński miasto
040604, 5, Radzyń Chełmiński obszar wiejski
040605, 2, Rogóźno
040606, 2, Świecie nad Osą
040701, 1, Inowrocław
040702, 2, Dąbrowa Biskupia
040703, 3, Gniewkowo
040703, 4, Gniewkowo miasto
040703, 5, Gniewkowo obszar wiejski
040704, 2, Inowrocław
040705, 3, Janikowo
040705, 4, Janikowo miasto
040705, 5, Janikowo obszar wiejski
040706, 3, Kruszwica
040706, 4, Kruszwica miasto
040706, 5, Kruszwica obszar wiejski
040707, 3, Pakość
040707, 4, Pakość miasto
040707, 5, Pakość obszar wiejski
040708, 2, Rojewo
040709, 2, Złotniki Kujawskie
040801, 1, Lipno
040802, 2, Bobrowniki
040803, 2, Chrostkowo
040804, 3, Dobrzyń nad Wisłą
040804, 4, Dobrzyń nad Wisłą miasto
040804, 5, Dobrzyń nad Wisłą obszar wiejski
040805, 2, Kikół
040806, 2, Lipno
040807, 3, Skępe
040807, 4, Skępe miasto
040807, 5, Skępe obszar wiejski
040808, 2, Tłuchowo
040809, 2, Wielgie
040901, 2, Dąbrowa
040902, 2, Jeziora Wielkie
040903, 3, Mogilno
040903, 4, Mogilno miasto
040903, 5, Mogilno obszar wiejski
040904, 3, Strzelno
040904, 4, Strzelno miasto
040904, 5, Strzelno obszar wiejski
041001, 3, Kcynia
041001, 4, Kcynia miasto
041001, 5, Kcynia obszar wiejski
041002, 3, Mrocza
041002, 4, Mrocza miasto
041002, 5, Mrocza obszar wiejski
041003, 3, Nakło nad Notecią
041003, 4, Nakło nad Notecią miasto
041003, 5, Nakło nad Notecią obszar wiejski
041004, 2, Sadki
041005, 3, Szubin
041005, 4, Szubin miasto
041005, 5, Szubin obszar wiejski
041101, 1, Radziejów
041102, 2, Bytoń
041103, 2, Dobre
041104, 2, Osięciny
041105, 3, Piotrków Kujawski
041105, 4, Piotrków Kujawski miasto
041105, 5, Piotrków Kujawski obszar wiejski
041106, 2, Radziejów
041107, 2, Topólka
041201, 1, Rypin
041202, 2, Brzuze
041203, 2, Rogowo
041204, 2, Rypin
041205, 2, Skrwilno
041206, 2, Wąpielsk
041301, 3, Kamień Krajeński
041301, 4, Kamień Krajeński miasto
041301, 5, Kamień Krajeński obszar wiejski
041302, 3, Sępólno Krajeńskie
041302, 4, Sępólno Krajeńskie miasto
041302, 5, Sępólno Krajeńskie obszar wiejski
041303, 2, Sośno
041304, 3, Więcbork
041304, 4, Więcbork miasto
041304, 5, Więcbork obszar wiejski
041401, 2, Bukowiec
041402, 2, Dragacz
041403, 2, Drzycim
041404, 2, Jeżewo
041405, 2, Lniano
041406, 3, Nowe
041406, 4, Nowe miasto
041406, 5, Nowe obszar wiejski
041407, 2, Osie
041408, 2, Pruszcz
041409, 3, Świecie
041409, 4, Świecie miasto
041409, 5, Świecie obszar wiejski
041410, 2, Świekatowo
041411, 2, Warlubie
041501, 1, Chełmża  
041502, 2, Chełmża  
041503, 2, Czernikowo 
041504, 2, Lubicz
041505, 2, Łubianka 
041506, 2, Łysomice 
041507, 2, Obrowo
041508, 2, Wielka Nieszawka
041509, 2, Zławieś Wielka  
041601, 2, Cekcyn
041602, 2, Gostycyn 
041603, 2, Kęsowo
041604, 2, Lubiewo  
041605, 2, Śliwice  
041606, 3, Tuchola
041606, 4, Tuchola miasto
041606, 5, Tuchola obszar wiejski
041701, 1, Wąbrzeźno
041702, 2, Dębowa Łąka
041703, 2, Książki
041704, 2, Płużnica
041705, 2, Wąbrzeźno
041801, 1, Kowal
041802, 2, Baruchowo
041803, 2, Boniewo
041804, 3, Brześć Kujawski
041804, 4, Brześć Kujawski miasto
041804, 5, Brześć Kujawski obszar wiejski
041805, 2, Choceń
041806, 3, Chodecz
041806, 4, Chodecz miasto
041806, 5, Chodecz obszar wiejski
041807, 2, Fabianki
041808, 3, Izbica Kujawska
041808, 4, Izbica Kujawska miasto
041808, 5, Izbica Kujawska obszar wiejski
041809, 2, Kowal
041810, 2, Lubanie
041811, 3, Lubień Kujawski
041811, 4, Lubień Kujawski miasto
041811, 5, Lubień Kujawski obszar wiejski
041812, 3, Lubraniec
041812, 4, Lubraniec miasto
041812, 5, Lubraniec obszar wiejski
041813, 2, Włocławek
041901, 3, Barcin
041901, 4, Barcin miasto
041901, 5, Barcin obszar wiejski
041902, 2, Gąsawa
041903, 3, Janowiec Wielkopolski
041903, 4, Janowiec Wielkopolski miasto
041903, 5, Janowiec Wielkopolski obszar wiejski
041904, 3, Łabiszyn
041904, 4, Łabiszyn miasto
041904, 5, Łabiszyn obszar wiejski
041905, 2, Rogowo
041906, 3, Żnin
041906, 4, Żnin miasto
041906, 5, Żnin obszar wiejski
046101, 1, M. Bydgoszcz 
046201, 1, M. Grudziądz 
046301, 1, M. Toruń 
046401, 1, M. Włocławek 
060101, 1, Międzyrzec Podlaski
060102, 1, Terespol 
060103, 2, Biała Podlaska  
060104, 2, Drelów
060105, 2, Janów Podlaski  
060106, 2, Kodeń
060107, 2, Konstantynów 
060108, 2, Leśna Podlaska  
060109, 2, Łomazy
060110, 2, Międzyrzec Podlaski
060111, 2, Piszczac 
060112, 2, Rokitno  
060113, 2, Rossosz  
060114, 2, Sławatycze 
060115, 2, Sosnówka 
060116, 2, Terespol 
060117, 2, Tuczna
060118, 2, Wisznice 
060119, 2, Zalesie  
060201, 1, Biłgoraj 
060202, 2, Aleksandrów
060203, 2, Biłgoraj
060204, 2, Biszcza
060205, 3, Frampol
060205, 4, Frampol miasto
060205, 5, Frampol obszar wiejski
060206, 2, Goraj
060207, 3, Józefów
060207, 4, Józefów miasto
060207, 5, Józefów obszar wiejski
060208, 2, Księżpol
060209, 2, Łukowa
060210, 2, Obsza
060211, 2, Potok Górny
060212, 3, Tarnogród
060212, 4, Tarnogród miasto
060212, 5, Tarnogród obszar wiejski
060213, 2, Tereszpol
060214, 2, Turobin  
060301, 1, Rejowiec Fabryczny
060302, 2, Białopole
060303, 2, Chełm
060304, 2, Dorohusk 
060305, 2, Dubienka 
060306, 2, Kamień
060307, 2, Leśniowice 
060308, 2, Rejowiec Fabryczny
060309, 2, Ruda-Huta
060310, 2, Sawin
060311, 2, Siedliszcze
060312, 2, Wierzbica
060313, 2, Wojsławice 
060314, 2, Żmudź
060401, 1, Hrubieszów 
060402, 2, Dołhobyczów
060403, 2, Horodło  
060404, 2, Hrubieszów 
060405, 2, Mircze
060406, 2, Trzeszczany
060407, 2, Uchanie  
060408, 2, Werbkowice 
060501, 2, Batorz
060502, 2, Chrzanów 
060503, 2, Dzwola
060504, 2, Godziszów
060505, 3, Janów Lubelski  
060505, 4, Janów Lubelski miasto
060505, 5, Janów Lubelski obszar wiejski
060506, 2, Modliborzyce
060507, 2, Potok Wielki
060601, 1, Krasnystaw
060602, 2, Fajsławice
060603, 2, Gorzków
060604, 2, Izbica
060605, 2, Krasnystaw
060606, 2, Kraśniczyn
060607, 2, Łopiennik Górny
060608, 2, Rejowiec
060609, 2, Rudnik
060610, 2, Siennica Różana
060611, 2, Żółkiewka
060701, 1, Kraśnik
060702, 3, Annopol
060702, 4, Annopol miasto
060702, 5, Annopol obszar wiejski
060703, 2, Dzierzkowice
060704, 2, Gościeradów
060705, 2, Kraśnik
060706, 2, Szastarka
060707, 2, Trzydnik Duży
060708, 2, Urzędów
060709, 2, Wilkołaz
060710, 2, Zakrzówek
060801, 1, Lubartów
060802, 2, Abramów
060803, 2, Firlej
060804, 2, Jeziorzany
060805, 2, Kamionka
060806, 3, Kock
060806, 4, Kock miasto
060806, 5, Kock obszar wiejski
060807, 2, Lubartów
060808, 2, Michów
060809, 2, Niedźwiada
060810, 3, Ostrów Lubelski
060810, 4, Ostrów Lubelski miasto
060810, 5, Ostrów Lubelski obszar wiejski
060811, 2, Ostrówek
060812, 2, Serniki
060813, 2, Uścimów
060901, 3, Bełżyce
060901, 4, Bełżyce miasto
060901, 5, Bełżyce obszar wiejski
060902, 2, Borzechów
060903, 3, Bychawa
060903, 4, Bychawa miasto
060903, 5, Bychawa obszar wiejski
060904, 2, Garbów
060905, 2, Głusk
060906, 2, Jabłonna
060907, 2, Jastków
060908, 2, Konopnica
060909, 2, Krzczonów
060910, 2, Niedrzwica Duża
060911, 2, Niemce
060912, 2, Strzyżewice
060913, 2, Wojciechów
060914, 2, Wólka
060915, 2, Wysokie
060916, 2, Zakrzew
061001, 2, Cyców
061002, 2, Ludwin
061003, 3, Łęczna
061003, 4, Łęczna miasto
061003, 5, Łęczna obszar wiejski
061004, 2, Milejów
061005, 2, Puchaczów
061006, 2, Spiczyn
061101, 1, Łuków
061102, 1, Stoczek Łukowski
061103, 2, Adamów
061104, 2, Krzywda
061105, 2, Łuków
061106, 2, Serokomla
061107, 2, Stanin
061108, 2, Stoczek Łukowski
061109, 2, Trzebieszów
061110, 2, Wojcieszków
061111, 2, Wola Mysłowska
061201, 2, Chodel
061202, 2, Józefów
061203, 2, Karczmiska
061204, 2, Łaziska
061205, 3, Opole Lubelskie
061205, 4, Opole Lubelskie miasto
061205, 5, Opole Lubelskie obszar wiejski
061206, 3, Poniatowa
061206, 4, Poniatowa miasto
061206, 5, Poniatowa obszar wiejski
061207, 2, Wilków
061301, 2, Dębowa Kłoda
061302, 2, Jabłoń
061303, 2, Milanów
061304, 3, Parczew
061304, 4, Parczew miasto
061304, 5, Parczew obszar wiejski
061305, 2, Podedwórze
061306, 2, Siemień
061307, 2, Sosnowica
061401, 1, Puławy
061402, 2, Baranów
061403, 2, Janowiec
061404, 3, Kazimierz Dolny
061404, 4, Kazimierz Dolny miasto
061404, 5, Kazimierz Dolny obszar wiejski
061405, 2, Końskowola
061406, 2, Kurów
061407, 2, Markuszów
061408, 3, Nałęczów
061408, 4, Nałęczów miasto
061408, 5, Nałęczów obszar wiejski
061409, 2, Puławy
061410, 2, Wąwolnica
061411, 2, Żyrzyn
061501, 1, Radzyń Podlaski
061502, 2, Borki
061503, 2, Czemierniki
061504, 2, Kąkolewnica Wschodnia
061505, 2, Komarówka Podlaska
061506, 2, Radzyń Podlaski
061507, 2, Ulan-Majorat
061508, 2, Wohyń
061601, 1, Dęblin
061602, 2, Kłoczew
061603, 2, Nowodwór
061604, 3, Ryki
061604, 4, Ryki miasto
061604, 5, Ryki obszar wiejski
061605, 2, Stężyca
061606, 2, Ułęż
061701, 1, Świdnik
061702, 2, Mełgiew
061703, 3, Piaski
061703, 4, Piaski miasto
061703, 5, Piaski obszar wiejski
061704, 2, Rybczewice
061705, 2, Trawniki
061801, 1, Tomaszów Lubelski
061802, 2, Bełżec
061803, 2, Jarczów
061804, 2, Krynice
061805, 2, Lubycza Królewska
061806, 2, Łaszczów
061807, 2, Rachanie
061808, 2, Susiec
061809, 2, Tarnawatka
061810, 2, Telatyn
061811, 2, Tomaszów Lubelski
061812, 3, Tyszowce
061812, 4, Tyszowce miasto
061812, 5, Tyszowce obszar wiejski
061813, 2, Ulhówek
061901, 1, Włodawa
061902, 2, Hanna
061903, 2, Hańsk
061904, 2, Stary Brus
061905, 2, Urszulin
061906, 2, Włodawa
061907, 2, Wola Uhruska
061908, 2, Wyryki
062001, 2, Adamów
062002, 2, Grabowiec
062003, 2, Komarów-Osada
062004, 3, Krasnobród
062004, 4, Krasnobród miasto
062004, 5, Krasnobród obszar wiejski
062005, 2, Łabunie
062006, 2, Miączyn
062007, 2, Nielisz
062008, 2, Radecznica
062009, 2, Sitno
062010, 2, Skierbieszów
062011, 2, Stary Zamość
062012, 2, Sułów
062013, 3, Szczebrzeszyn
062013, 4, Szczebrzeszyn miasto
062013, 5, Szczebrzeszyn obszar wiejski
062014, 2, Zamość
062015, 3, Zwierzyniec
062015, 4, Zwierzyniec miasto
062015, 5, Zwierzyniec obszar wiejski
066101, 1, M. Biała Podlaska
066201, 1, M. Chełm
066301, 1, M. Lublin
066401, 1, M. Zamość
080101, 1, Kostrzyn
080102, 2, Bogdaniec
080103, 2, Deszczno
080104, 2, Kłodawa
080105, 2, Lubiszyn
080106, 2, Santok
080107, 3, Witnica
080107, 4, Witnica miasto
080107, 5, Witnica obszar wiejski
080201, 1, Gubin
080202, 2, Bobrowice
080203, 2, Bytnica
080204, 2, Dąbie
080205, 2, Gubin
080206, 3, Krosno Odrzańskie
080206, 4, Krosno Odrzańskie miasto
080206, 5, Krosno Odrzańskie obszar wiejski
080207, 2, Maszewo
080301, 2, Bledzew
080302, 3, Międzyrzecz
080302, 4, Międzyrzecz miasto
080302, 5, Międzyrzecz obszar wiejski
080303, 2, Przytoczna
080304, 2, Pszczew
080305, 3, Skwierzyna
080305, 4, Skwierzyna miasto
080305, 5, Skwierzyna obszar wiejski
080306, 3, Trzciel
080306, 4, Trzciel miasto
080306, 5, Trzciel obszar wiejski
080401, 1, Nowa Sól
080402, 3, Bytom Odrzański
080402, 4, Bytom Odrzański miasto
080402, 5, Bytom Odrzański obszar wiejski
080403, 2, Kolsko
080404, 3, Kożuchów
080404, 4, Kożuchów miasto
080404, 5, Kożuchów obszar wiejski
080405, 2, Nowa Sól
080406, 3, Nowe Miasteczko
080406, 4, Nowe Miasteczko miasto
080406, 5, Nowe Miasteczko obszar wiejski
080407, 2, Otyń
080408, 2, Siedlisko
080501, 3, Cybinka
080501, 4, Cybinka miasto
080501, 5, Cybinka obszar wiejski
080502, 2, Górzyca
080503, 3, Ośno Lubuskie
080503, 4, Ośno Lubuskie miasto
080503, 5, Ośno Lubuskie obszar wiejski
080504, 3, Rzepin
080504, 4, Rzepin miasto
080504, 5, Rzepin obszar wiejski
080505, 3, Słubice
080505, 4, Słubice miasto
080505, 5, Słubice obszar wiejski
080601, 3, Dobiegniew
080601, 4, Dobiegniew miasto
080601, 5, Dobiegniew obszar wiejski
080602, 3, Drezdenko
080602, 4, Drezdenko miasto
080602, 5, Drezdenko obszar wiejski
080603, 2, Stare Kurowo
080604, 3, Strzelce Krajeńskie
080604, 4, Strzelce Krajeńskie miasto
080604, 5, Strzelce Krajeńskie obszar wiejski
080605, 2, Zwierzyn
080701, 2, Krzeszyce
080702, 3, Lubniewice
080702, 4, Lubniewice miasto
080702, 5, Lubniewice obszar wiejski
080703, 2, Słońsk
080704, 3, Sulęcin
080704, 4, Sulęcin miasto
080704, 5, Sulęcin obszar wiejski
080705, 3, Torzym
080705, 4, Torzym miasto
080705, 5, Torzym obszar wiejski
080801, 2, Lubrza
080802, 2, Łagów
080803, 2, Skąpe
080804, 2, Szczaniec
080805, 3, Świebodzin
080805, 4, Świebodzin miasto
080805, 5, Świebodzin obszar wiejski
080806, 3, Zbąszynek
080806, 4, Zbąszynek miasto
080806, 5, Zbąszynek obszar wiejski
081201, 3, Sława
081201, 4, Sława miasto
081201, 5, Sława obszar wiejski
081202, 3, Szlichtyngowa
081202, 4, Szlichtyngowa miasto
081202, 5, Szlichtyngowa obszar wiejski
081203, 3, Wschowa
081203, 4, Wschowa miasto
081203, 5, Wschowa obszar wiejski
080901, 3, Babimost
080901, 4, Babimost miasto
080901, 5, Babimost obszar wiejski
080902, 2, Bojadła
080903, 3, Czerwieńsk
080903, 4, Czerwieńsk miasto
080903, 5, Czerwieńsk obszar wiejski
080904, 3, Kargowa
080904, 4, Kargowa miasto
080904, 5, Kargowa obszar wiejski
080905, 3, Nowogród Bobrzański
080905, 4, Nowogród Bobrzański miasto
080905, 5, Nowogród Bobrzański obszar wiejski
080906, 3, Sulechów
080906, 4, Sulechów miasto
080906, 5, Sulechów obszar wiejski
080907, 2, Świdnica
080908, 2, Trzebiechów
080909, 2, Zabór
080910, 2, Zielona Góra
081001, 1, Gozdnica
081002, 1, Żagań
081003, 2, Brzeźnica
081004, 3, Iłowa
081004, 4, Iłowa miasto
081004, 5, Iłowa obszar wiejski
081005, 3, Małomice
081005, 4, Małomice miasto
081005, 5, Małomice obszar wiejski
081006, 2, Niegosławice
081007, 3, Szprotawa
081007, 4, Szprotawa miasto
081007, 5, Szprotawa obszar wiejski
081008, 2, Wymiarki
081009, 2, Żagań
081101, 1, Łęknica
081102, 1, Żary
081103, 2, Brody
081104, 3, Jasień
081104, 4, Jasień miasto
081104, 5, Jasień obszar wiejski
081105, 2, Lipinki Łużyckie
081106, 3, Lubsko
081106, 4, Lubsko miasto
081106, 5, Lubsko obszar wiejski
081107, 2, Przewóz
081108, 2, Trzebiel
081109, 2, Tuplice
081110, 2, Żary
086101, 1, M. Gorzów Wielkopolski
086201, 1, M. Zielona Góra
100101, 1, Bełchatów
100102, 2, Bełchatów
100103, 2, Drużbice
100104, 2, Kleszczów
100105, 2, Kluki
100106, 2, Rusiec
100107, 2, Szczerców
100108, 3, Zelów
100108, 4, Zelów miasto
100108, 5, Zelów obszar wiejski
102101, 1, Brzeziny
102102, 2, Brzeziny
102103, 2, Dmosin
102104, 2, Jeżów
102105, 2, Rogów
100201, 1, Kutno
100202, 2, Bedlno
100203, 2, Dąbrowice
100204, 3, Krośniewice
100204, 4, Krośniewice miasto
100204, 5, Krośniewice obszar wiejski
100205, 2, Krzyżanów
100206, 2, Kutno
100207, 2, Łanięta
100208, 2, Nowe Ostrowy
100209, 2, Oporów
100210, 2, Strzelce
100211, 3, Żychlin
100211, 4, Żychlin miasto
100211, 5, Żychlin obszar wiejski
100301, 2, Buczek
100302, 3, Łask
100302, 4, Łask miasto
100302, 5, Łask obszar wiejski
100303, 2, Sędziejowice
100304, 2, Widawa
100305, 2, Wodzierady
100401, 1, Łęczyca
100402, 2, Daszyna  
100403, 2, Góra Świętej Małgorzaty 
100404, 2, Grabów
100405, 2, Łęczyca  
